BuilderCompany;BuilderCompanyCode;BuilderObjectRu;BuildFinishDate;PDChangesBuildFinishDate
ООО МЕГАЛИТ;RDM_0174697802;город Санкт-Петербург, улица Львовская, дом 21, литера А;30.09.2020 0:00:00;30.06.2021 0:00:00
ООО Специализированный застройщик Квартал-инвестстрой;RDM_0604484873;Российская Федерация, Московская область, г.о. Подольск, вблизи дер. Борисовка, дом 12 ;30.09.2022 0:00:00;31.12.2022 0:00:00
ООО РАФИНАД-СИТИ;;Московская область, городской округ Химки, квартал Свистуха, корпус 3;;
ООО СЗ СТРОЙНАФТА;RDM_1474176435;г. Москва, п. Сосенское, на земельных участках с кадастровым номером 50:21:0120303:1055, 50:21:0120303:1056, 50:21:0120303:1057;30.06.2022 0:00:00;30.09.2022 0:00:00
АО СЗ Вектор Недвижимости;RDM_1095937111;Российская Федерация, Московская область, город Одинцово, улица Маковского, вл. 28;31.12.2022 0:00:00;31.03.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 31;;31.05.2023 0:00:00
ООО Специализированный застройщик Дивное-Сити ;RDM_4067763490;Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, д. Ближние Прудищи, уч. 68, корпус 1;30.03.2021 0:00:00;30.09.2022 0:00:00
АО БАЛАНС - СПЕЦЗАСТРОЙЩИК;RDM_3962451040;г.Москва, Рязанский проспект, вл.26, з/у 1, корпус 1;30.09.2021 0:00:00;30.06.2022 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл.7, корпус 30;;31.05.2023 0:00:00
ООО Красный Октябрь-Рассказовка;RDM_3850871604;г.Москва, поселение Внуковское, деревня Рассказовка, дом 14;31.12.2021 0:00:00;30.09.2022 0:00:00
ООО Велесстрой;RDM_0902162268;г. Москва, улица Кастанаевская, вл.68 (з/уч с кадастровым номером 77:07:0005003:87);31.12.2020 0:00:00;30.09.2021 0:00:00
ООО ТК Алладин;RDM_2122677514;г. Москва, ВАО, Сокольнический вал, вл. 37, на земельном участке с кадастровым номером 77:03:0001001:2782;31.12.2022 0:00:00;
ООО МЕМФИС ТРИ ЭС;RDM_2344494477;Москва, САО, Головинское шоссе, вл.11;30.03.2021 0:00:00;30.09.2021 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО ТПУ Лефортово;RDM_1264610494;г. Москва, ул. Княжнина, вл. 24, стр. 2,3,4,8;31.12.2020 0:00:00;31.12.2021 0:00:00
ООО СЗ ОПТИМУМ-ИНВЕСТ;RDM_3727462594;г. Москва, ЮАО, Москворечье-Сабурово, Каширское шоссе, вл.74, корп.1, стр. 2,3,4,5;31.12.2021 0:00:00;30.06.2022 0:00:00
ООО СЗ КВАЗАР;RDM_2609463122;Московская область, Красногорский район, вблизи д. Марьино, корп. 3, кадастровый номер земельного участка 50:11:0020306:1036;30.09.2021 0:00:00;
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 31;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 31;;31.05.2023 0:00:00
ООО Специализированный застройщик ДОГМА-АРЕНА;RDM_0033195955;Краснодарский край, г. Новороссийск, ул. Котанова, уч. 4, кадастровый номер земельного участка 23:47:0309016:25;31.12.2022 0:00:00;
ООО Восточный;RDM_0120168579;Московская область, г. Котельники, мкр. Опытное поле, вл. 10/1, вл. 10/2 (2 Этап строительства), корпус 8, корпус 9, корпус 10, корпус 11.2, корпус  12.2;30.06.2022 0:00:00;
ООО ДАРСТРОЙ;RDM_1727281386;Российская Федерация, Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, ул. Западный Обход, 45, Литер 2;30.09.2021 0:00:00;
ООО Опалиха-Сити;RDM_3869717060;Московская область, Красногорский район, г. Красногорск, мкр. Опалиха, корп. 4;31.12.2020 0:00:00;31.03.2021 0:00:00
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ОЛИМП-АЛЬЯНС;RDM_3256128361;Московская область, Щелковский район, г. Щелково, микрорайон №5,  ул. Центральная, (поз. №2 по ГП), на земельном участке с кадастровым номером 50:14:0050412:1;30.06.2022 0:00:00;30.06.2023 0:00:00
ООО РЕМСТРОЙТРЕСТ;RDM_2109050087;Москва, ЮЗАО, район Обручевский, кв. 38А, корп. 9А;30.09.2020 0:00:00;30.09.2022 0:00:00
АО  СЗ ВИКТОРИЯ ДЕВЕЛОПМЕНТ;RDM_4025227594;Московская область, г. Электросталь, ул. Захарченко, д. 4 (стр.);30.06.2020 0:00:00;30.06.2022 0:00:00
ООО ПЕРЕДЕЛКИНО БЛИЖНЕЕ;RDM_2733837595;г. Москва, п. Внуковское, д. Рассказовка, уч. 13/2, корп.7;31.12.2020 0:00:00;30.06.2021 0:00:00
ООО Специализированный застройщик Дивное-Сити ;RDM_4067763490;Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, д. Ближние Прудищи, уч. 68, корпус 16;30.06.2021 0:00:00;30.06.2022 0:00:00
АО ОМ;RDM_2628222859;Московская область, Люберецкий район, г. Люберцы, ул. 8 Марта, около д. 52;31.12.2020 0:00:00;
ООО СЗ Кутузовское-1;;Московская область, Солнечногорский район, сельское поселение Кутузовское, д. Рузино, корпус IV.01Б, 4-й этап 1-ой очереди;;
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл.7, корпус 30;;31.05.2023 0:00:00
АО Лобачевского 120;RDM_0370813470;г. Москва, ЗАО, район Раменки, ул. Лобачевского, вл.120, корпус 3;31.12.2021 0:00:00;31.12.2021 0:00:00
АО СЗНИИМОССТРОЙ;RDM_3570244537;г. Москва, ЗАО, район Раменки, ул. Винницкая, вл. 8, 4 корпус;30.06.2023 0:00:00;31.12.2022 0:00:00
АО Специализированный застройщик ТПУ РАССКАЗОВКА;RDM_1808691184;город Москва, п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/6А, жилой дом №2 (корпус 3);31.12.2022 0:00:00;30.06.2024 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 27;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО МОНОЛИТНОЕ ДОМОСТРОЕНИЕ;RDM_0937754877;г.Москва, САО, Хорошевский район, Хорошевское шоссе, владение 25 (третий этап);31.12.2020 0:00:00;31.03.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл.7, корпус 30;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО Мортон-РСО;305;г. Москва, ул. Поляны, пересечение с ул. Скобелевская, корп. 5;30.06.2021 0:00:00;30.09.2021 0:00:00
ООО СЗ Дубининская 59;;;;
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО БИЗНЕС ГРУПП;RDM_2808444581;г. Москва, поселение Московский, д. Картмазово, уч. №16/1, корпус 3;30.09.2020 0:00:00;31.12.2021 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл.7, корпус 30;;31.05.2023 0:00:00
АО Специализированный застройщик ТПУ РАССКАЗОВКА;RDM_1808691184;Москва, п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/6А, 13/9А, жилой дом №2;30.06.2020 0:00:00;30.06.2024 0:00:00
АО Специализированный застройщик ТПУ РАССКАЗОВКА;RDM_1808691184;Москва, п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/6А, 13/9А, жилой дом №2;30.06.2020 0:00:00;30.06.2024 0:00:00
АО Специализированный застройщик ТПУ РАССКАЗОВКА;RDM_1808691184;Москва, п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/6А, 13/9А, жилой дом №2;30.06.2020 0:00:00;30.06.2024 0:00:00
ООО Восточный;RDM_0120168579;Московская область, г. Котельники, мкр. Опытное поле, вл. 10/1, вл. 10/2 (2 Этап строительства), корпус 8, корпус 9, корпус 10, корпус 11.2, корпус  12.2;30.06.2022 0:00:00;
АО СЗ ЭВЕРЕСТ;RDM_2363616171;г. Москва, ул. Илимская, вл. 3/5, корпус 8;30.06.2022 0:00:00;30.06.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО ПЕРВЫЙ МОСКОВСКИЙ;;г. Москва, поселение Московский, г. Московский, кадастровый номер зем. участка  50:21:0110205:597, корпус 8;;
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО СЕРЕБРЯНЫЙ ПАРК;RDM_1112689587;г. Москва, СЗАО, Хорошево-Мневники, ул. Паршина, вл. 10, корп. 4;01.12.2019 0:00:00;30.09.2020 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
ООО Специализированный застройщик Квартал-инвестстрой;RDM_0604484873;Российская Федерация, Московская область, г.о. Подольск, вблизи дер. Борисовка дом 14;31.12.2020 0:00:00;31.12.2022 0:00:00
ООО РАЗВИТИЕ (ИНН 2301090361);RDM_4184930894;Краснодарский край, г. Анапа, Супсехское шоссе, д. 35, литер 16, секция 16;31.12.2022 0:00:00;
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 28/29;;31.05.2023 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл. 7, корпус 27;;31.05.2023 0:00:00
АО Специализированный застройщик ТПУ РАССКАЗОВКА;RDM_1808691184;Москва, п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/6А, 13/9А, жилой дом №1\n;30.06.2020 0:00:00;31.03.2021 0:00:00
ООО Специализированный застройщик Квартал-инвестстрой;RDM_0604484873;Российская Федерация, Московская область, г.о. Подольск, вблизи дер. Борисовка дом 14;31.12.2020 0:00:00;31.12.2022 0:00:00
